gi|532358222|ref|NC_022113.1|	459629	463164	gi|257424630|ref|NZ_GG700535.1|	1	3537	+
gi|532358222|ref|NC_022113.1|	463208	464549	gi|257424630|ref|NZ_GG700535.1|	3581	4922	+
gi|532358222|ref|NC_022113.1|	465605	467937	gi|257424630|ref|NZ_GG700535.1|	5978	8310	+
gi|532358222|ref|NC_022113.1|	467982	477061	gi|257424630|ref|NZ_GG700535.1|	8355	17434	+
gi|532358222|ref|NC_022113.1|	477139	484445	gi|257424630|ref|NZ_GG700535.1|	17512	24818	+
gi|532358222|ref|NC_022113.1|	484497	491463	gi|257424630|ref|NZ_GG700535.1|	24870	31836	+
gi|532358222|ref|NC_022113.1|	491529	499441	gi|257424630|ref|NZ_GG700535.1|	31902	39814	+
gi|532358222|ref|NC_022113.1|	499964	504323	gi|257424630|ref|NZ_GG700535.1|	40337	44696	+
gi|532358222|ref|NC_022113.1|	504388	508786	gi|257424630|ref|NZ_GG700535.1|	44761	49159	+
gi|532358222|ref|NC_022113.1|	509227	511171	gi|257424630|ref|NZ_GG700535.1|	49600	51544	+
gi|532358222|ref|NC_022113.1|	511913	515579	gi|257424630|ref|NZ_GG700535.1|	52719	56385	+
gi|532358222|ref|NC_022113.1|	516838	519521	gi|257424630|ref|NZ_GG700535.1|	57751	60434	+
gi|532358222|ref|NC_022113.1|	520197	521981	gi|257424630|ref|NZ_GG700535.1|	60613	62397	+
gi|532358222|ref|NC_022113.1|	522035	541063	gi|257424630|ref|NZ_GG700535.1|	62451	81479	+
gi|532358222|ref|NC_022113.1|	541136	547856	gi|257424630|ref|NZ_GG700535.1|	81552	88272	+
gi|532358222|ref|NC_022113.1|	548295	552515	gi|257424630|ref|NZ_GG700535.1|	88711	92931	+
gi|532358222|ref|NC_022113.1|	554426	556536	gi|257424630|ref|NZ_GG700535.1|	94841	96951	+
gi|532358222|ref|NC_022113.1|	556572	560646	gi|257424630|ref|NZ_GG700535.1|	96987	101061	+
gi|532358222|ref|NC_022113.1|	560680	568391	gi|257424630|ref|NZ_GG700535.1|	101095	108806	+
gi|532358222|ref|NC_022113.1|	568451	570989	gi|257424630|ref|NZ_GG700535.1|	108866	111404	+
gi|532358222|ref|NC_022113.1|	571868	584307	gi|257424630|ref|NZ_GG700535.1|	112283	124723	+
gi|532358222|ref|NC_022113.1|	584373	588914	gi|257424630|ref|NZ_GG700535.1|	124789	129330	+
gi|532358222|ref|NC_022113.1|	588960	590301	gi|257424630|ref|NZ_GG700535.1|	129376	130717	+
